0	Dr. Anthony Fauci said based on modeling of the current pace of the coronavirus' spread in the U.S., between 100,000 and 200,000 people may die from COVID-19, the disease caused by the novel coronavirus. > Dr. Anthony Fauci says there could potentially be between 100,000 to 200,000 > deaths related to the coronavirus and millions of cases.	Fauci predicts us deaths from coronavirus	entailment
1	Dr. Anthony Fauci said based on modeling of the current pace of the coronavirus' spread in the U.S., between 100,000 and 200,000 people may die from COVID-19, the disease caused by the novel coronavirus. > Dr. Anthony Fauci says there could potentially be between 100,000 to 200,000 > deaths related to the coronavirus and millions of cases.	Fauci predicts us deaths globally coronavirus	not_entailment
2	Dr. Anthony Fauci said based on modeling of the current pace of the coronavirus' spread in the U.S., between 100,000 and 200,000 people may die from COVID-19, the disease caused by the novel coronavirus. > Dr. Anthony Fauci says there could potentially be between 100,000 to 200,000 > deaths related to the coronavirus and millions of cases.	Fauci predicts us deaths worldwide coronavirus	not_entailment
3	Our companion diagnostics showed that after three days of therapy, the immune profile in these patients approached normal levels and the levels of cytokines involved in the cytokine storm were much improved. Jacob Lalezari, M.D., Interim Chief Medical Officer of CytoDyn, commented, These preliminary results give hope that leronlimab may help hospitalized patients with COVID-19 recover from the pulmonary inflammation that drives mortality and the need for ventilators. The treatment with leronlimab is targeted as a therapy for patients who experience respiratory complications as a result of contracting SARS-CoV-2 causing the Coronavirus Disease 2019 (COVID-19). Moreover, a Phase 2b clinical trial demonstrated that leronlimab monotherapy can prevent viral escape in HIV-infected patients; some patients on leronlimab monotherapy have remained virally suppressed for more than five years. Clinical results to date from multiple trials have shown that leronlimab can significantly reduce viral burden in people infected with HIV with no reported drug-related serious adverse events (SAEs).	Leronlimab used in seven patients in nyc with severe covid-19 demonstrated promise with two intubated patients in icu , removed from icu and extubated with reduced pulmonary inflammation	entailment
4	Our companion diagnostics showed that after three days of therapy, the immune profile in these patients approached normal levels and the levels of cytokines involved in the cytokine storm were much improved. Jacob Lalezari, M.D., Interim Chief Medical Officer of CytoDyn, commented, These preliminary results give hope that leronlimab may help hospitalized patients with COVID-19 recover from the pulmonary inflammation that drives mortality and the need for ventilators. The treatment with leronlimab is targeted as a therapy for patients who experience respiratory complications as a result of contracting SARS-CoV-2 causing the Coronavirus Disease 2019 (COVID-19). Moreover, a Phase 2b clinical trial demonstrated that leronlimab monotherapy can prevent viral escape in HIV-infected patients; some patients on leronlimab monotherapy have remained virally suppressed for more than five years. Clinical results to date from multiple trials have shown that leronlimab can significantly reduce viral burden in people infected with HIV with no reported drug-related serious adverse events (SAEs).	Leronlimab used in two patients in nyc with severe covid-19 demonstrated promise with two intubated patients in icu, removed from icu and extubated with reduced pulmonary inflammation	not_entailment
5	Our companion diagnostics showed that after three days of therapy, the immune profile in these patients approached normal levels and the levels of cytokines involved in the cytokine storm were much improved. Jacob Lalezari, M.D., Interim Chief Medical Officer of CytoDyn, commented, These preliminary results give hope that leronlimab may help hospitalized patients with COVID-19 recover from the pulmonary inflammation that drives mortality and the need for ventilators. The treatment with leronlimab is targeted as a therapy for patients who experience respiratory complications as a result of contracting SARS-CoV-2 causing the Coronavirus Disease 2019 (COVID-19). Moreover, a Phase 2b clinical trial demonstrated that leronlimab monotherapy can prevent viral escape in HIV-infected patients; some patients on leronlimab monotherapy have remained virally suppressed for more than five years. Clinical results to date from multiple trials have shown that leronlimab can significantly reduce viral burden in people infected with HIV with no reported drug-related serious adverse events (SAEs).	Leronlimab used in three patients in nyc with severe covid-19 demonstrated promise with two intubated patients in icu, removed from icu and extubated with reduced pulmonary inflammation	not_entailment
6	Our companion diagnostics showed that after three days of therapy, the immune profile in these patients approached normal levels and the levels of cytokines involved in the cytokine storm were much improved. Jacob Lalezari, M.D., Interim Chief Medical Officer of CytoDyn, commented, These preliminary results give hope that leronlimab may help hospitalized patients with COVID-19 recover from the pulmonary inflammation that drives mortality and the need for ventilators. The treatment with leronlimab is targeted as a therapy for patients who experience respiratory complications as a result of contracting SARS-CoV-2 causing the Coronavirus Disease 2019 (COVID-19). Moreover, a Phase 2b clinical trial demonstrated that leronlimab monotherapy can prevent viral escape in HIV-infected patients; some patients on leronlimab monotherapy have remained virally suppressed for more than five years. Clinical results to date from multiple trials have shown that leronlimab can significantly reduce viral burden in people infected with HIV with no reported drug-related serious adverse events (SAEs).	Leronlimab used in four patients in nyc with severe covid-19 demonstrated promise with two intubated patients in icu, removed from icu and extubated with reduced pulmonary inflammation	not_entailment
7	The samples will be collected by courier and tested in the laboratory using the gold standard PCR (polymerase chain reaction) test, which detects the presence of genetic material from the virus. Home testing kits are widely used in health care, for example in the management of diabetes and the diagnosis of HIV.	Home testing for coronavirus to track levels of infection in the community	entailment
8	The samples will be collected by courier and tested in the laboratory using the gold standard PCR (polymerase chain reaction) test, which detects the presence of genetic material from the virus. Home testing kits are widely used in health care, for example in the management of diabetes and the diagnosis of HIV.	Laboratory testing for coronavirus to track levels of infection in the community	not_entailment
9	The samples will be collected by courier and tested in the laboratory using the gold standard PCR (polymerase chain reaction) test, which detects the presence of genetic material from the virus. Home testing kits are widely used in health care, for example in the management of diabetes and the diagnosis of HIV.	Studies testing for coronavirus to track levels of infection in the community	not_entailment
